Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleCondition,SalePrice
884,75,RL,60.0,6204,Reg,Inside,SWISU,1Fam,2.5Fin,4,5,1912,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,PConc,TA,No,Unf,0,Unf,795,795,TA,954,795,2230,1,1,0,5,TA,10,0,Missing,Detchd,1997.0,Unf,1,440,0,188,0,3,2006,Normal,118500
885,20,RL,65.0,7150,Reg,Inside,NAmes,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,HdBoard,BrkFace,60.0,TA,CBlock,TA,No,BLQ,432,Unf,460,892,TA,892,0,892,0,1,0,3,TA,5,0,Missing,Attchd,1967.0,RFn,1,288,0,0,0,7,2009,Normal,100000
886,120,FV,50.0,5119,IR1,CulDSac,Somerst,TwnhsE,1Story,9,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,60.0,Gd,PConc,Ex,Av,GLQ,1238,Unf,460,1698,Ex,1709,0,1709,1,2,0,2,Gd,5,1,TA,Attchd,1999.0,Fin,2,506,97,65,0,1,2008,Abnorml,328900
887,90,RL,70.0,8393,Reg,Corner,NAmes,Duplex,1Story,5,5,1959,2005,Gable,MetalSd,MetalSd,BrkFace,122.0,TA,CBlock,TA,No,LwQ,528,Unf,1098,1626,Ex,1712,0,1712,0,2,0,4,TA,8,0,Missing,Attchd,2005.0,Fin,2,588,272,54,0,6,2006,Family,145000
888,50,RL,59.0,16466,IR1,Inside,Edwards,1Fam,1.5Fin,5,7,1955,1955,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,TA,No,Unf,0,Unf,816,816,TA,872,521,1393,0,1,1,3,TA,8,0,Missing,Attchd,1955.0,Unf,1,300,121,0,0,4,2008,Normal,135500
889,20,RL,95.0,15865,IR1,Inside,NAmes,1Fam,1Story,8,6,1970,1970,Flat,Wd Sdng,Wd Sdng,None,0.0,Gd,PConc,TA,Gd,ALQ,351,Rec,1043,2217,Ex,2217,0,2217,1,2,0,4,Gd,8,1,TA,Attchd,1970.0,Unf,2,621,81,207,0,10,2007,Normal,268000
890,20,RL,128.0,12160,Reg,Inside,NAmes,1Fam,1Story,6,4,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,CBlock,TA,No,BLQ,1024,Unf,481,1505,Ex,1505,0,1505,1,1,0,2,TA,6,1,TA,Attchd,1953.0,RFn,2,505,0,0,0,2,2009,Normal,149500
891,50,RL,60.0,8064,Reg,Corner,NAmes,1Fam,1.5Fin,5,7,1949,2006,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Mn,Unf,0,Unf,672,672,Ex,672,252,924,0,1,0,3,TA,6,1,Po,Detchd,2003.0,Unf,2,576,0,0,0,7,2007,Normal,122900
892,60,RL,70.0,11184,Reg,Inside,Sawyer,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkFace,92.0,TA,CBlock,TA,No,LwQ,226,Rec,192,918,Gd,918,765,1683,0,2,1,3,TA,7,1,TA,Attchd,1978.0,RFn,2,440,243,0,0,7,2009,Normal,172500
893,20,RL,70.0,8414,Reg,Inside,Sawyer,1Fam,1Story,6,8,1963,2003,Hip,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,GLQ,663,Unf,396,1059,TA,1068,0,1068,0,1,0,3,TA,6,0,Missing,Attchd,1963.0,RFn,1,264,192,0,0,2,2006,Normal,154500
894,20,RL,69.0,13284,Reg,Inside,Sawyer,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Plywood,None,0.0,TA,PConc,Gd,Mn,BLQ,1064,Unf,319,1383,TA,1383,0,1383,1,1,0,3,TA,6,1,Gd,Attchd,1954.0,Unf,1,354,511,116,0,6,2008,Normal,165000
895,90,RL,64.0,7018,Reg,Inside,SawyerW,Duplex,1Story,5,5,1979,1979,Gable,Plywood,Plywood,None,0.0,TA,Slab,TA,No,Unf,0,Unf,0,0,TA,1535,0,1535,0,2,0,4,TA,8,0,Missing,Attchd,1979.0,Unf,2,400,0,0,0,6,2009,Alloca,118858
896,60,RL,71.0,7056,Reg,Inside,NAmes,1Fam,2Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,415.0,TA,CBlock,TA,No,BLQ,400,Unf,380,780,TA,983,813,1796,1,1,1,4,TA,8,1,TA,Attchd,1963.0,RFn,2,483,0,50,0,10,2008,Normal,140000
897,30,RM,50.0,8765,Reg,Inside,IDOTRR,1Fam,1Story,4,6,1936,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,ALQ,285,Unf,666,951,Ex,951,0,951,0,1,0,2,TA,6,0,Missing,Detchd,1936.0,Unf,1,327,0,28,0,4,2006,Abnorml,106500
898,90,RL,64.0,7018,Reg,Inside,SawyerW,Duplex,2Story,5,5,1979,1979,Gable,Plywood,Plywood,None,0.0,TA,Slab,TA,No,Unf,0,Unf,0,0,TA,1120,1120,2240,0,2,0,6,TA,12,0,Missing,Detchd,1979.0,Unf,2,528,154,0,0,6,2009,Alloca,142953
899,20,RL,100.0,12919,IR1,Inside,NridgHt,1Fam,1Story,9,5,2009,2010,Hip,VinylSd,VinylSd,Stone,760.0,Ex,PConc,Ex,Gd,GLQ,2188,Unf,142,2330,Ex,2364,0,2364,1,2,1,2,Ex,11,2,Gd,Attchd,2009.0,Fin,3,820,0,67,0,3,2010,Partial,611657
900,20,RL,65.0,6993,Reg,Inside,Sawyer,1Fam,1Story,5,7,1961,1994,Gable,HdBoard,Plywood,None,0.0,TA,CBlock,TA,No,BLQ,465,Unf,447,912,TA,1236,0,1236,0,1,0,3,TA,6,1,TA,Attchd,1961.0,Unf,1,288,0,0,0,6,2006,Normal,135000
901,20,RL,69.0,7340,IR1,Inside,NAmes,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,ALQ,322,Unf,536,858,TA,858,0,858,0,1,0,2,TA,4,0,Missing,Detchd,1979.0,Unf,1,684,0,0,0,6,2007,Normal,110000
902,20,RL,64.0,8712,IR1,Inside,NAmes,1Fam,1Story,5,7,1957,2000,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Mn,BLQ,860,Unf,132,992,TA,1306,0,1306,1,1,0,2,TA,5,0,Missing,Detchd,1968.0,Unf,1,756,0,0,0,5,2009,Normal,153000
903,60,RL,63.0,7875,Reg,Inside,Gilbert,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,783,783,Ex,807,702,1509,0,2,1,3,Gd,8,1,Gd,Attchd,2003.0,Fin,2,393,0,75,0,7,2006,Normal,180000
904,20,RL,50.0,14859,IR1,CulDSac,Gilbert,1Fam,1Story,7,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,27.0,Gd,PConc,Gd,No,Unf,0,Unf,1670,1670,Ex,1670,0,1670,0,2,0,3,Gd,7,1,Gd,Attchd,2006.0,RFn,3,690,144,60,0,8,2006,Partial,240000
905,20,RL,69.0,6173,IR1,Inside,Sawyer,1Fam,1Story,5,6,1967,1967,Gable,HdBoard,Wd Sdng,BrkFace,75.0,TA,CBlock,TA,No,GLQ,599,Unf,277,876,TA,902,0,902,0,1,0,3,TA,6,0,Missing,Attchd,1967.0,Unf,1,288,0,0,0,8,2007,Normal,125500
906,20,RL,80.0,9920,Reg,Inside,NAmes,1Fam,1Story,5,5,1954,1954,Gable,HdBoard,HdBoard,Stone,110.0,TA,CBlock,TA,No,Rec,354,LwQ,412,1056,TA,1063,0,1063,1,1,0,3,TA,6,0,Missing,Attchd,1954.0,RFn,1,280,0,0,164,2,2010,Normal,128000
907,20,RL,116.0,13501,IR1,Corner,Somerst,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,208.0,Gd,PConc,Gd,No,GLQ,63,Unf,1560,1623,Ex,1636,0,1636,1,2,0,3,Gd,8,1,Gd,Attchd,2006.0,RFn,3,865,0,60,0,6,2007,Normal,255000
908,50,RL,86.0,11500,IR1,Inside,Crawfor,1Fam,1.5Fin,7,7,1936,1987,Gable,BrkFace,BrkFace,None,0.0,Gd,CBlock,Gd,No,Rec,223,Unf,794,1017,Gd,1020,1037,2057,0,1,1,3,Gd,6,1,Gd,Attchd,1936.0,Fin,1,180,0,0,0,6,2006,Normal,250000
909,20,RL,69.0,8885,IR1,Inside,Mitchel,1Fam,1Story,5,5,1983,1983,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,Av,BLQ,301,ALQ,239,864,TA,902,0,902,1,1,0,2,TA,5,0,Missing,Attchd,1983.0,Unf,2,484,164,0,0,6,2006,Normal,131000
910,60,RL,149.0,12589,IR2,Inside,Gilbert,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,742,742,Ex,742,742,1484,0,2,1,3,Gd,8,1,Gd,Attchd,2005.0,Fin,2,390,36,24,0,6,2009,Normal,174000
911,90,RL,80.0,11600,Reg,Corner,NAmes,Duplex,2Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkFace,361.0,TA,CBlock,TA,No,Rec,443,Unf,662,1105,TA,1105,1169,2274,0,2,0,5,TA,12,0,Missing,Detchd,1960.0,Unf,2,480,0,0,0,1,2010,Normal,154300
912,20,RL,69.0,9286,IR1,CulDSac,CollgCr,1Fam,1Story,5,7,1977,1989,Gable,HdBoard,Plywood,None,0.0,TA,CBlock,Gd,Av,ALQ,196,Unf,1072,1268,TA,1268,0,1268,0,1,1,3,Gd,5,0,Missing,Detchd,1978.0,Unf,1,252,173,0,0,10,2009,Normal,143500
913,30,RM,51.0,6120,Reg,Inside,BrkSide,1Fam,1Story,5,7,1925,1950,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Rec,489,Unf,279,768,TA,1015,0,1015,0,1,0,3,TA,6,0,Missing,Detchd,1925.0,Unf,1,450,0,0,112,7,2006,Abnorml,88000
914,90,RH,82.0,6270,Reg,Inside,Crawfor,Duplex,2Story,5,6,1949,1950,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,BLQ,284,Unf,717,1001,TA,1001,1001,2002,0,2,0,4,TA,8,0,Missing,2Types,1949.0,Unf,3,871,0,0,0,8,2007,Normal,145000
915,160,FV,30.0,3000,Reg,Inside,Somerst,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76.0,Gd,PConc,Gd,Av,GLQ,294,Unf,318,612,Ex,612,612,1224,0,2,1,2,Gd,4,0,Missing,Detchd,2009.0,RFn,2,528,0,234,0,6,2009,Partial,173733
916,160,RM,21.0,2001,Reg,Inside,MeadowV,Twnhs,2Story,4,5,1970,1970,Gable,CemntBd,CmentBd,BrkFace,80.0,TA,CBlock,TA,No,Unf,0,Unf,546,546,Fa,546,546,1092,0,1,1,3,TA,6,0,Missing,Attchd,1970.0,Unf,1,286,0,0,0,1,2007,Normal,75000
917,20,C (all),50.0,9000,Reg,Inside,IDOTRR,1Fam,1Story,2,3,1949,1950,Gable,AsbShng,AsbShng,None,0.0,TA,CBlock,TA,Av,BLQ,50,Unf,430,480,TA,480,0,480,1,0,0,1,TA,4,0,Missing,Detchd,1958.0,Unf,1,308,0,0,0,10,2006,Abnorml,35311
918,20,RL,69.0,17140,Reg,Inside,Edwards,1Fam,1Story,4,6,1956,1956,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,ALQ,1059,Unf,75,1134,Ex,1229,0,1229,0,1,0,3,TA,6,0,Missing,Attchd,1956.0,RFn,1,284,0,0,0,4,2009,Normal,135000
919,60,RL,103.0,13125,IR1,Corner,SawyerW,1Fam,2Story,7,5,1991,1991,Gable,HdBoard,HdBoard,None,0.0,Gd,PConc,Ex,Mn,BLQ,48,GLQ,422,1104,Ex,912,1215,2127,1,2,1,4,Gd,8,1,TA,Attchd,1991.0,RFn,3,833,72,192,224,11,2007,Normal,238000
920,20,RL,87.0,11029,IR1,Corner,NAmes,1Fam,1Story,6,8,1958,2002,Hip,MetalSd,MetalSd,None,0.0,Ex,CBlock,Gd,No,ALQ,528,BLQ,245,1184,Ex,1414,0,1414,1,1,0,3,TA,6,1,TA,Attchd,1990.0,Unf,2,601,0,51,0,5,2008,Normal,176500
921,60,RL,70.0,8462,IR1,Inside,SawyerW,1Fam,2Story,6,5,1994,1994,Gable,HdBoard,HdBoard,BrkFace,105.0,Gd,PConc,Gd,No,GLQ,814,Unf,114,928,Ex,936,785,1721,0,2,1,3,Gd,7,0,Missing,Attchd,1994.0,RFn,2,471,300,87,0,7,2007,Normal,201000
922,90,RL,67.0,8777,Reg,Inside,Edwards,Duplex,1.5Fin,5,7,1900,2003,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,ALQ,1084,Unf,188,1272,Gd,1272,928,2200,2,2,2,4,TA,9,0,Missing,Attchd,1980.0,Unf,0,0,0,70,0,9,2008,Normal,145900
923,20,RL,65.0,10237,Reg,Inside,Gilbert,1Fam,1Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,28,Unf,1288,1316,Ex,1316,0,1316,0,2,0,3,Gd,6,1,Gd,Attchd,2005.0,Fin,2,397,100,0,0,10,2006,Partial,169990
924,120,RL,50.0,8012,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,1993,1994,Gable,Plywood,Plywood,None,0.0,Gd,PConc,Gd,No,LwQ,165,GLQ,598,1604,Ex,1617,0,1617,1,2,0,2,Gd,5,1,Fa,Attchd,1993.0,RFn,2,533,0,69,0,7,2008,Normal,193000
925,20,RL,79.0,10240,Reg,Inside,NWAmes,1Fam,1Story,6,6,1980,1980,Gable,Plywood,Plywood,BrkFace,157.0,TA,CBlock,Gd,No,BLQ,625,LwQ,0,1686,TA,1686,0,1686,1,2,0,3,TA,7,1,TA,Attchd,1980.0,Unf,2,612,384,131,0,5,2006,Normal,207500
926,20,RL,69.0,15611,IR1,Corner,NWAmes,1Fam,1Story,5,6,1977,1977,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Av,ALQ,767,LwQ,266,1126,TA,1126,0,1126,0,2,0,3,Ex,6,0,Missing,Attchd,1977.0,RFn,2,540,180,0,0,3,2008,Abnorml,175000
927,60,RL,93.0,11999,Reg,Inside,NridgHt,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,340.0,Gd,PConc,Gd,No,Unf,0,Unf,1181,1181,Ex,1234,1140,2374,0,2,1,4,Ex,10,1,Gd,BuiltIn,2003.0,Fin,3,656,104,100,0,5,2007,Normal,285000
928,60,RL,69.0,9900,Reg,Inside,NWAmes,1Fam,2Story,7,5,1968,1968,Gable,MetalSd,MetalSd,BrkFace,342.0,TA,CBlock,TA,No,BLQ,552,Unf,280,832,Gd,1098,880,1978,0,2,1,4,TA,9,1,Gd,Attchd,1968.0,RFn,2,486,0,43,0,4,2008,Normal,176000
929,20,RL,69.0,11838,Reg,Inside,CollgCr,1Fam,1Story,8,5,2001,2001,Hip,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,Unf,0,Unf,1753,1753,Ex,1788,0,1788,0,2,0,3,Ex,7,1,TA,Attchd,2001.0,RFn,2,522,202,151,0,6,2009,Normal,236500
930,60,RL,69.0,13006,IR1,Corner,Gilbert,1Fam,2Story,7,5,1997,1997,Gable,HdBoard,HdBoard,BrkFace,285.0,TA,PConc,Gd,No,Unf,0,Unf,964,964,Gd,993,1243,2236,0,2,1,4,Gd,8,1,TA,BuiltIn,1997.0,Fin,2,642,0,0,0,11,2006,Normal,222000
931,20,RL,73.0,8925,IR1,Inside,Timber,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,16,Unf,1450,1466,Ex,1466,0,1466,0,2,0,3,Gd,7,0,Missing,Attchd,2007.0,Fin,3,610,100,18,0,7,2009,Normal,201000
932,20,RL,70.0,9100,Reg,Inside,NAmes,1Fam,1Story,5,6,1965,1965,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,BLQ,338,Rec,121,925,Ex,925,0,925,0,1,0,2,TA,5,0,Missing,Detchd,1965.0,Unf,1,429,0,0,0,7,2009,Normal,117500
933,20,RL,84.0,11670,IR1,Corner,Somerst,1Fam,1Story,9,5,2006,2006,Hip,VinylSd,ImStucc,Stone,302.0,Ex,PConc,Ex,No,Unf,0,Unf,1905,1905,Ex,1905,0,1905,0,2,0,3,Ex,8,1,Gd,Attchd,2006.0,Fin,3,788,0,191,0,3,2007,Normal,320000
934,20,RL,63.0,8487,Reg,FR2,CollgCr,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,210.0,Gd,PConc,Gd,Av,GLQ,20,Unf,1480,1500,Ex,1500,0,1500,0,2,0,3,Gd,6,0,Missing,Attchd,2004.0,RFn,2,570,192,36,0,8,2009,Normal,190000
935,20,RL,313.0,27650,IR2,Inside,NAmes,1Fam,1Story,7,7,1960,2007,Flat,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,Gd,Gd,GLQ,425,Unf,160,585,Ex,2069,0,2069,1,2,0,4,Gd,9,1,Gd,Attchd,1960.0,RFn,2,505,0,0,0,11,2008,Normal,242000
936,30,RL,52.0,5825,IR1,Inside,BrkSide,1Fam,1Story,4,5,1926,1953,Gable,MetalSd,MetalSd,BrkFace,108.0,TA,PConc,Fa,Mn,Unf,0,Unf,600,600,Gd,747,0,747,0,1,0,1,TA,5,0,Missing,Detchd,1953.0,Unf,2,528,0,0,32,6,2006,Normal,79900
937,20,RL,67.0,10083,Reg,Inside,SawyerW,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,833,Unf,343,1176,Ex,1200,0,1200,1,2,0,2,Gd,5,0,Missing,Attchd,2003.0,RFn,2,555,0,41,0,8,2009,Normal,184900
938,60,RL,75.0,9675,Reg,Inside,Somerst,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Mn,GLQ,341,Unf,772,1113,Ex,1113,858,1971,0,2,1,3,Gd,8,1,Gd,Attchd,2005.0,RFn,2,689,0,48,0,2,2009,Normal,253000
939,60,RL,73.0,8760,Reg,Inside,CollgCr,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Mn,GLQ,464,Unf,927,1391,Ex,1391,571,1962,0,2,1,3,Gd,7,0,Missing,Attchd,2006.0,RFn,3,868,0,90,0,8,2006,Partial,239799
940,70,RL,69.0,24090,Reg,Inside,ClearCr,1Fam,2Story,7,7,1940,1950,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Mn,Unf,0,Unf,1032,1032,Ex,1207,1196,2403,0,2,0,4,TA,10,2,TA,Attchd,1940.0,Unf,1,349,56,0,318,6,2010,Normal,244400
941,90,RL,55.0,12640,IR1,Inside,Mitchel,Duplex,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,Gd,Rec,936,LwQ,396,1728,TA,1728,0,1728,0,2,0,4,TA,8,0,Missing,Attchd,1976.0,Unf,2,574,40,0,0,7,2006,Normal,150900
942,60,RL,69.0,8755,IR1,FR2,Gilbert,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,298.0,Gd,PConc,Gd,No,ALQ,772,Unf,220,992,Ex,1022,1038,2060,1,2,1,3,Gd,8,1,TA,BuiltIn,1999.0,RFn,2,390,0,0,0,6,2009,Normal,214000
943,90,RL,42.0,7711,IR1,Inside,Edwards,Duplex,1Story,4,3,1977,1977,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,Gd,Gd,GLQ,1440,Unf,0,1440,TA,1440,0,1440,2,2,0,4,TA,8,0,Missing,Attchd,1980.0,Unf,0,0,321,0,0,8,2007,Abnorml,150000
944,90,RL,100.0,25000,Reg,Inside,Mitchel,Duplex,1Story,5,4,1967,1967,Gable,HdBoard,Plywood,None,0.0,TA,CBlock,TA,Av,Unf,0,Unf,1632,1632,TA,1632,0,1632,0,2,0,4,TA,8,0,Missing,Attchd,1967.0,Unf,2,576,0,0,0,6,2007,Normal,143000
945,20,RL,69.0,14375,IR1,CulDSac,Timber,1Fam,SLvl,6,6,1958,1958,Gable,HdBoard,HdBoard,BrkFace,541.0,TA,CBlock,TA,No,GLQ,111,Rec,354,819,Gd,1344,0,1344,0,1,0,3,Gd,7,1,Gd,Basment,1958.0,RFn,2,525,0,118,0,1,2009,Abnorml,137500
946,50,RM,98.0,8820,Reg,Corner,OldTown,1Fam,1.5Fin,5,6,1890,1996,Hip,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,LwQ,1088,Unf,0,1088,TA,1188,561,1869,0,1,0,2,TA,7,0,Missing,Detchd,1963.0,Unf,2,456,48,0,244,9,2009,Normal,124900
947,80,RL,70.0,8163,Reg,Inside,NAmes,1Fam,SLvl,5,6,1959,1959,Gable,HdBoard,HdBoard,BrkFace,128.0,TA,CBlock,TA,Av,ALQ,748,BLQ,102,1144,TA,1144,0,1144,1,1,0,3,TA,6,1,TA,Attchd,1959.0,RFn,1,796,86,0,0,3,2006,Normal,143000
948,20,RL,85.0,14536,Reg,Inside,Timber,1Fam,1Story,8,5,2002,2003,Hip,VinylSd,VinylSd,BrkFace,236.0,Gd,PConc,Gd,Av,GLQ,1300,Unf,316,1616,Ex,1629,0,1629,1,2,0,3,Gd,9,1,Gd,Attchd,2002.0,Fin,3,808,0,252,0,11,2007,Normal,270000
949,60,RL,65.0,14006,IR1,Inside,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,144.0,Gd,PConc,Gd,No,Unf,0,Unf,936,936,Ex,936,840,1776,0,2,1,3,Gd,7,1,TA,Attchd,2002.0,RFn,2,474,144,96,0,2,2006,Normal,192500
950,20,RL,78.0,9360,Reg,Inside,NWAmes,1Fam,1Story,6,7,1972,2006,Hip,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,ALQ,982,Unf,179,1161,TA,1381,0,1381,1,1,1,3,Gd,5,1,TA,Attchd,1972.0,RFn,2,676,0,0,0,3,2010,Normal,197500
951,20,RL,60.0,7200,Reg,Inside,NAmes,1Fam,1Story,5,8,1950,2002,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,ALQ,398,BLQ,317,864,Gd,864,0,864,1,1,0,3,Gd,5,0,Missing,Detchd,1980.0,RFn,2,720,194,0,0,7,2007,Normal,129000
952,20,RH,60.0,7800,Reg,Corner,SawyerW,1Fam,1Story,5,5,1965,1965,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,BLQ,641,Unf,187,828,Gd,965,0,965,1,1,0,3,TA,6,0,Missing,Detchd,1979.0,Unf,1,300,421,0,0,7,2006,Abnorml,119900
953,85,RL,60.0,7200,Reg,Inside,CollgCr,1Fam,SFoyer,5,8,1972,2003,Gable,WdShing,HdBoard,None,0.0,TA,CBlock,Gd,Av,GLQ,660,Unf,108,768,Gd,768,0,768,0,1,0,2,TA,5,0,Missing,Detchd,1974.0,Fin,1,396,192,0,0,4,2009,Normal,133900
954,60,RL,69.0,11075,IR1,Inside,Mitchel,1Fam,2Story,5,4,1969,1969,Gable,HdBoard,HdBoard,BrkFace,232.0,TA,CBlock,TA,Av,ALQ,562,LwQ,29,784,Ex,1168,800,1968,0,2,1,4,TA,7,1,Po,Attchd,1969.0,RFn,2,530,305,189,0,9,2008,Normal,172000
955,90,RL,35.0,9400,IR1,CulDSac,Edwards,Duplex,SFoyer,6,5,1975,1975,Flat,WdShing,Plywood,BrkFace,250.0,TA,CBlock,Gd,Gd,GLQ,945,Unf,0,945,TA,980,0,980,0,2,0,4,TA,4,0,Missing,Attchd,1980.0,Unf,0,0,0,0,0,10,2006,AdjLand,127500
956,90,RH,82.0,7136,IR1,Inside,Crawfor,Duplex,2Story,6,6,1946,1950,Gable,MetalSd,MetalSd,BrkFace,423.0,TA,CBlock,Gd,No,Rec,484,Unf,495,979,TA,979,979,1958,0,2,0,4,TA,8,0,Missing,Attchd,1946.0,Unf,2,492,0,0,0,8,2007,Normal,145000
957,160,RM,24.0,1300,Reg,Inside,Blueste,TwnhsE,2Story,6,6,1980,1980,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,Gd,No,ALQ,285,Unf,276,561,TA,561,668,1229,0,1,1,2,TA,5,1,TA,Attchd,1980.0,Fin,2,462,150,0,0,5,2009,Normal,124000
958,20,RL,70.0,7420,Reg,Inside,Sawyer,1Fam,1Story,5,5,1962,1962,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,417,Unf,640,1057,TA,1057,0,1057,0,1,0,3,TA,6,0,Missing,Detchd,1977.0,Fin,2,576,0,0,0,4,2007,Normal,132000
959,20,RL,65.0,8450,Reg,Inside,CollgCr,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Mn,GLQ,699,Unf,638,1337,Ex,1337,0,1337,1,2,0,3,Gd,6,0,Missing,Attchd,2003.0,RFn,2,531,0,39,0,10,2007,Normal,185000
960,160,FV,24.0,2572,Reg,FR2,Somerst,Twnhs,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,No,ALQ,604,Unf,92,696,Ex,696,720,1416,1,2,1,3,Gd,6,0,Missing,Detchd,1999.0,Unf,2,484,0,44,0,5,2010,Normal,155000
961,20,RL,50.0,7207,IR1,Inside,BrkSide,1Fam,1Story,5,7,1958,2008,Gable,Wd Sdng,Plywood,None,0.0,TA,CBlock,TA,Gd,BLQ,696,Unf,162,858,Gd,858,0,858,1,1,0,2,TA,4,0,Missing,Attchd,1980.0,Unf,0,0,117,0,0,2,2010,Normal,116500
962,60,RL,69.0,12227,IR1,Corner,NWAmes,1Fam,2Story,6,7,1977,1995,Gable,HdBoard,HdBoard,BrkFace,424.0,TA,CBlock,Gd,No,ALQ,896,Unf,434,1330,TA,1542,1330,2872,1,2,1,4,TA,11,1,TA,Attchd,1977.0,Fin,2,619,550,282,0,7,2008,Normal,272000
963,160,RL,24.0,2308,Reg,Corner,NPkVill,TwnhsE,2Story,6,6,1976,1976,Gable,Plywood,Brk Cmn,None,0.0,TA,CBlock,Gd,No,ALQ,556,Unf,248,804,TA,804,744,1548,1,2,1,3,Gd,7,1,TA,Detchd,1976.0,Unf,2,440,48,0,0,7,2007,Normal,155000
964,20,RL,122.0,11923,IR1,Corner,CollgCr,1Fam,1Story,9,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Ex,No,Unf,0,Unf,1800,1800,Ex,1800,0,1800,0,2,0,2,Ex,7,0,Missing,Attchd,2007.0,Fin,2,702,288,136,0,5,2009,Normal,239000
